Jam_Operasi,Suhu_Motor,Getaran,Tekanan_Oli,Arus_Listrik,Umur_Sisa_Mesin
5353,69.51,1.52,2.27,6.97,1969.93
6712,73.27,3.17,2.39,9.28,1824.06
7979,86.29,2.8,3.43,9.23,1932.24
5908,71.61,3.14,2.93,7.69,1949.7
8215,66.05,3.23,3.42,5.81,1887.97
9442,64.76,4.05,3.19,6.94,1992.47
2262,69.63,2.38,2.71,9.76,2001.06
7601,60.91,1.33,2.31,4.51,1925.78
8174,70.29,2.72,3.54,7.5,1890.47
6622,69.48,1.96,2.36,9.99,2008.55
981,86.42,1.73,3.28,7.81,1954.41
653,69.16,2.58,3.46,12.35,1955.73
8117,50.76,3.19,2.94,4.51,1930.97
2024,96.74,1.83,2.85,6.08,2063.44
2620,79.57,3.52,2.51,3.37,1934.57
2843,90.82,1.71,3.23,11.99,1937.28
5636,58.43,2.3,1.48,6.11,1895.03
6260,67.78,2.81,3.36,4.03,1915.52
1740,76.74,2.19,3.06,6.78,1901.71
560,75.36,1.08,2.89,5.21,1926.62
9630,73.07,3.24,3.12,6.79,1819.29
2139,48.0,2.0,2.31,8.08,2001.48
6685,52.88,3.1,1.79,9.61,1932.21
8470,85.18,1.49,3.23,7.65,1931.59
1752,86.95,1.63,3.66,8.05,1949.63
4703,68.93,3.19,2.13,6.84,1937.44
8863,83.9,2.77,2.47,4.98,1995.09
4049,59.77,2.15,3.38,4.31,1912.93
4697,62.06,2.78,3.18,7.27,1953.37
7509,58.98,1.74,4.48,8.17,1946.42
7167,61.5,2.59,3.54,7.12,1986.26
2822,77.23,2.6,3.42,4.38,1971.92
4590,61.38,2.2,2.62,8.4,1964.72
7460,92.4,1.83,3.26,11.26,1852.55
3504,74.6,2.56,3.75,7.77,1902.7
5636,80.85,2.46,2.92,6.84,1872.5
829,74.9,2.13,2.94,7.88,1833.0
4140,82.14,1.67,3.07,5.79,1963.62
8482,61.32,2.51,2.67,5.66,1910.41
